feature_id,feature_key,source_file,source_path,system_pair,matrix_rows,matrix_aspect_feature_columns,feature_name,origin,origin_frame,target_body,target_frame,same_or_cross,origin_category,coverage_tier,h_lon_origin_in_scope,analysis_scope_flag
VE G-AZ x SU G-LON,VE_G_AZ_SU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x SU G-LON,VE,G-AZ,SU,G-LON,cross,heliocentric_origin,Constrained-motion,True,in_scope
VE G-AZ x MA G-LON,VE_G_AZ_MA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x MA G-LON,VE,G-AZ,MA,G-LON,cross,heliocentric_origin,Tier A,True,in_scope
VE G-AZ x JN G-LON,VE_G_AZ_JN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x JN G-LON,VE,G-AZ,JN,G-LON,cross,heliocentric_origin,Tier A,True,in_scope
VE G-AZ x CE G-LON,VE_G_AZ_CE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x CE G-LON,VE,G-AZ,CE,G-LON,cross,heliocentric_origin,Tier A,True,in_scope
VE G-AZ x VS G-LON,VE_G_AZ_VS_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x VS G-LON,VE,G-AZ,VS,G-LON,cross,heliocentric_origin,Tier A,True,in_scope
VE G-AZ x PA G-LON,VE_G_AZ_PA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x PA G-LON,VE,G-AZ,PA,G-LON,cross,heliocentric_origin,Tier A,True,in_scope
VE G-AZ x JU G-LON,VE_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x JU G-LON,VE,G-AZ,JU,G-LON,cross,heliocentric_origin,Tier B,True,in_scope
VE G-AZ x NN G-LON,VE_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x NN G-LON,VE,G-AZ,NN,G-LON,cross,heliocentric_origin,Tier B,True,in_scope
VE G-AZ x SA G-LON,VE_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x SA G-LON,VE,G-AZ,SA,G-LON,cross,heliocentric_origin,Tier C,True,in_scope
VE G-AZ x UR G-LON,VE_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x UR G-LON,VE,G-AZ,UR,G-LON,cross,heliocentric_origin,Sparse-coverage,True,in_scope
VE G-AZ x NE G-LON,VE_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x NE G-LON,VE,G-AZ,NE,G-LON,cross,heliocentric_origin,Sparse-coverage,True,in_scope
VE G-AZ x PL G-LON,VE_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VE G-AZ x PL G-LON,VE,G-AZ,PL,G-LON,cross,heliocentric_origin,Sparse-coverage,True,in_scope
SU G-AZ x MA G-LON,SU_G_AZ_MA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x MA G-LON,SU,G-AZ,MA,G-LON,cross,body_origin,Tier A,True,in_scope
SU G-AZ x JN G-LON,SU_G_AZ_JN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x JN G-LON,SU,G-AZ,JN,G-LON,cross,body_origin,Tier A,True,in_scope
SU G-AZ x CE G-LON,SU_G_AZ_CE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x CE G-LON,SU,G-AZ,CE,G-LON,cross,body_origin,Tier A,True,in_scope
SU G-AZ x VS G-LON,SU_G_AZ_VS_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x VS G-LON,SU,G-AZ,VS,G-LON,cross,body_origin,Tier A,True,in_scope
SU G-AZ x PA G-LON,SU_G_AZ_PA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x PA G-LON,SU,G-AZ,PA,G-LON,cross,body_origin,Tier A,True,in_scope
SU G-AZ x JU G-LON,SU_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x JU G-LON,SU,G-AZ,JU,G-LON,cross,body_origin,Tier B,True,in_scope
SU G-AZ x NN G-LON,SU_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x NN G-LON,SU,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
SU G-AZ x SA G-LON,SU_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x SA G-LON,SU,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
SU G-AZ x UR G-LON,SU_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x UR G-LON,SU,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
SU G-AZ x NE G-LON,SU_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x NE G-LON,SU,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
SU G-AZ x PL G-LON,SU_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,SU G-AZ x PL G-LON,SU,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
MA G-AZ x JN G-LON,MA_G_AZ_JN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x JN G-LON,MA,G-AZ,JN,G-LON,cross,body_origin,Tier A,True,in_scope
MA G-AZ x CE G-LON,MA_G_AZ_CE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x CE G-LON,MA,G-AZ,CE,G-LON,cross,body_origin,Tier A,True,in_scope
MA G-AZ x VS G-LON,MA_G_AZ_VS_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x VS G-LON,MA,G-AZ,VS,G-LON,cross,body_origin,Tier A,True,in_scope
MA G-AZ x PA G-LON,MA_G_AZ_PA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x PA G-LON,MA,G-AZ,PA,G-LON,cross,body_origin,Tier A,True,in_scope
MA G-AZ x JU G-LON,MA_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x JU G-LON,MA,G-AZ,JU,G-LON,cross,body_origin,Tier B,True,in_scope
MA G-AZ x NN G-LON,MA_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x NN G-LON,MA,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
MA G-AZ x SA G-LON,MA_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x SA G-LON,MA,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
MA G-AZ x UR G-LON,MA_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x UR G-LON,MA,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
MA G-AZ x NE G-LON,MA_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x NE G-LON,MA,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
MA G-AZ x PL G-LON,MA_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,MA G-AZ x PL G-LON,MA,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
JN G-AZ x CE G-LON,JN_G_AZ_CE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x CE G-LON,JN,G-AZ,CE,G-LON,cross,body_origin,Tier A,True,in_scope
JN G-AZ x VS G-LON,JN_G_AZ_VS_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x VS G-LON,JN,G-AZ,VS,G-LON,cross,body_origin,Tier A,True,in_scope
JN G-AZ x PA G-LON,JN_G_AZ_PA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x PA G-LON,JN,G-AZ,PA,G-LON,cross,body_origin,Tier A,True,in_scope
JN G-AZ x JU G-LON,JN_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x JU G-LON,JN,G-AZ,JU,G-LON,cross,body_origin,Tier B,True,in_scope
JN G-AZ x NN G-LON,JN_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x NN G-LON,JN,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
JN G-AZ x SA G-LON,JN_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x SA G-LON,JN,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
JN G-AZ x UR G-LON,JN_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x UR G-LON,JN,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
JN G-AZ x NE G-LON,JN_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x NE G-LON,JN,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
JN G-AZ x PL G-LON,JN_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JN G-AZ x PL G-LON,JN,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
CE G-AZ x VS G-LON,CE_G_AZ_VS_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x VS G-LON,CE,G-AZ,VS,G-LON,cross,body_origin,Tier A,True,in_scope
CE G-AZ x PA G-LON,CE_G_AZ_PA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x PA G-LON,CE,G-AZ,PA,G-LON,cross,body_origin,Tier A,True,in_scope
CE G-AZ x JU G-LON,CE_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x JU G-LON,CE,G-AZ,JU,G-LON,cross,body_origin,Tier B,True,in_scope
CE G-AZ x NN G-LON,CE_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x NN G-LON,CE,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
CE G-AZ x SA G-LON,CE_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x SA G-LON,CE,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
CE G-AZ x UR G-LON,CE_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x UR G-LON,CE,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
CE G-AZ x NE G-LON,CE_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x NE G-LON,CE,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
CE G-AZ x PL G-LON,CE_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,CE G-AZ x PL G-LON,CE,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
VS G-AZ x PA G-LON,VS_G_AZ_PA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x PA G-LON,VS,G-AZ,PA,G-LON,cross,body_origin,Tier A,True,in_scope
VS G-AZ x JU G-LON,VS_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x JU G-LON,VS,G-AZ,JU,G-LON,cross,body_origin,Tier B,True,in_scope
VS G-AZ x NN G-LON,VS_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x NN G-LON,VS,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
VS G-AZ x SA G-LON,VS_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x SA G-LON,VS,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
VS G-AZ x UR G-LON,VS_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x UR G-LON,VS,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
VS G-AZ x NE G-LON,VS_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x NE G-LON,VS,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
VS G-AZ x PL G-LON,VS_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,VS G-AZ x PL G-LON,VS,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
PA G-AZ x JU G-LON,PA_G_AZ_JU_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,PA G-AZ x JU G-LON,PA,G-AZ,JU,G-LON,cross,body_origin,Tier B,True,in_scope
PA G-AZ x NN G-LON,PA_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,PA G-AZ x NN G-LON,PA,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
PA G-AZ x SA G-LON,PA_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,PA G-AZ x SA G-LON,PA,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
PA G-AZ x UR G-LON,PA_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,PA G-AZ x UR G-LON,PA,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
PA G-AZ x NE G-LON,PA_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,PA G-AZ x NE G-LON,PA,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
PA G-AZ x PL G-LON,PA_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,PA G-AZ x PL G-LON,PA,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
JU G-AZ x NN G-LON,JU_G_AZ_NN_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JU G-AZ x NN G-LON,JU,G-AZ,NN,G-LON,cross,body_origin,Tier B,True,in_scope
JU G-AZ x SA G-LON,JU_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JU G-AZ x SA G-LON,JU,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
JU G-AZ x UR G-LON,JU_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JU G-AZ x UR G-LON,JU,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
JU G-AZ x NE G-LON,JU_G_AZ_NE_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JU G-AZ x NE G-LON,JU,G-AZ,NE,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
JU G-AZ x PL G-LON,JU_G_AZ_PL_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,JU G-AZ x PL G-LON,JU,G-AZ,PL,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
NN G-AZ x SA G-LON,NN_G_AZ_SA_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,NN G-AZ x SA G-LON,NN,G-AZ,SA,G-LON,cross,body_origin,Tier C,True,in_scope
NN G-AZ x UR G-LON,NN_G_AZ_UR_G_LON,MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,/content/drive/MyDrive/MLB 2000-no0224 Training Files by System et al/MLB 2000-no02-2024 Cross-System G-AZ to G-LON.csv,G-AZ x G-LON,57635,141,NN G-AZ x UR G-LON,NN,G-AZ,UR,G-LON,cross,body_origin,Sparse-coverage,True,in_scope
